record_id,name,canonical_name,canonical_url,status,status_as_of,hq_country,operating_regions,founding_year,entity_type,business_model,cohort_or_ecosystem,primary_lifecycle,secondary_lifecycle,category,maturity,evidence_grade,jcx_relevance,relevance_tier,scale_signal,tech_strategy,innovation_model,named_initiatives,headline_claim,claim_type,caveats,source_urls,last_verified,source_datasets,merged_record_count,status_conflict,identity_note
org-gigaton-140a05c,Gigaton,Gigaton,https://gigaton.co/,active,2026-08-30,United Kingdom,Europe and global,,private company,SaaS plus industrial deployment,2150,L5 Construction,L10 Climate/energy,AI control and decarbonization of cement plants,scaleup,A,High,A,,,,,"Uses AI to autonomously control energy-intensive plants, starting with cement, to reduce cost and emissions.",product description,Already discovery-only; gigaton.co is distinct from Gigaton CO2 at gigatonco2.com.,https://gigaton.co/|https://www.2150.vc/investments/gigaton|https://gigaton.co/product,2026-08-30,startup_core_additions.csv,1,false,
org-godrej-properties-b4130e4,Godrej Properties,Godrej Properties,https://www.godrejproperties.com/,active,,India,India 15+ cities,,residential commercial developer,,,D/S/H/O/E,,,,A,South Asian developer implementation reference,A,15+ cities and >21.7m sqm development,"AI analytics, digital platforms, smart-home and virtual engagement",Internal technology and partnerships,AI property analytics; virtual site visits; smart-home,15+ cities and >21.7m sqm; product ROI not disclosed,observed,Capabilities described more than controlled outcomes,https://www.godrejproperties.com/|https://www.godrejproperties.com/investors/investor-information|https://www.godrejindustries.com/public/uploads/subsidiaries_accounts/gpl-integrated-report-2024-25-jWKrCcH3RaISAacZufU.pdf,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-gravis-robotics-e4d6d83,Gravis Robotics,Gravis Robotics,https://www.gravisrobotics.com/,active,2026-08-30,Switzerland,Europe North America and global,,private company,hardware plus software,Zacua Ventures; CEMEX Ventures Construction Startup Competition Top 50 2025,L5 Construction,L10 Climate/energy,robotic retrofit for earthmoving equipment,scaleup,A,High,A,,,,,Retrofits earthmoving machinery with sensing and AI-enabled robotic control to raise throughput and fleet utilization.,company product description,Funding and performance signals are company-reported; maintain a separate identity from similarly named software firms.,https://www.gravisrobotics.com/|https://zacuaventures.com/portfolio/|https://www.cemexventures.com/top-50-2025/,2026-08-30,startup_core_additions.csv,1,false,
org-habi-716bf6f,Habi,Habi,https://habi.co/inicio,active,2026-08-30,Colombia,Colombia and Mexico,2019,private company,principal purchase resale and transaction services,Independent,L6 Marketing/sales,L3 Capital/finance/L9 Portfolio,instant home-buying and data-enabled resale platform,scaleup,A,High,A,,,,,"Uses technology and data to buy homes directly, renovate and resell; expanded from Colombia into Mexico",company product description,Principal inventory creates underwriting and working-capital risk; current operating scope and outcomes need financial verification.,https://habi.co/inicio|https://centro-ayuda.habi.co/hc/es-419/articles/20481671498011--Qu%C3%A9-es-Habi,2026-08-30,coverage_gap_additions.csv,1,false,
org-hexagon-11725d3,Hexagon,Hexagon,https://hexagon.com/company/divisions/geosystems,active,2026-08-30,Sweden,Global,1975,public company,hardware software and data services,Public,L4 Design,L5 Construction/L1 Land/site/L9 Portfolio,reality capture geospatial cadastral and construction QA,enterprise,A,High,A,,,,,"Combines reality capture, cadastral and geospatial data, autonomous sensors and deviation analysis for planning and construction QA",official product description,"Status, brands and divisions can change after the 2026 Octave separation; local survey licensing and hardware service matter.",https://hexagon.com/company/divisions/geosystems|https://hexagon.com/solutions/digital-realities,2026-08-30,coverage_gap_additions.csv,1,false,
org-hilton-49f73fa,Hilton,Hilton,https://www.hilton.com/,active,2026-08-30,United States,Global,1919,"asset-light hotel brand, reservation and loyalty platform","digital key, virtual-card B2B payments, reservation systems, loyalty and owner platform",Independent,S/H/O/F,F,global hospitality platform and operator/franchisor,scale platform,A,Adds a current guest/owner technology benchmark with explicit digital-platform and payment workflow evidence,A,,,,,"2025 10-K reports 9,158 properties/1.35m rooms and 243m Honors members; year-in-review documents platform modernization and virtual-card payments",official annual report and SEC filing,Guest/member scale is not property-tech ROI; separate franchise platform from owned assets,https://www.hilton.com/|https://ir.hilton.com/financial-reporting/annual-reports|https://stories.hilton.com/2025-annual-report|https://www.sec.gov/Archives/edgar/data/1585689/000158568926000025/a2025annualreportprint.pdf,2026-08-30,operator_coverage_additions.csv,1,false,
org-hippo-663710b,Hippo,Hippo,https://www.hippo.com/,active,2026-08-30,United States,US,2015,Company,Insurance/embedded,Fifth Wall,Insurance,Climate,Property insurance,Public/scaleup,A,Low,A,,,,,Digital property underwriting and claims,Portfolio/product description,Bangladesh licensing reinsurance and catastrophe claims,https://www.hippo.com/|https://www.fifthwall.com/portfolio,2026-08-30,proptech_startups_agent.csv,1,false,
org-honeywell-forge-for-buildings-900b78b,Honeywell Forge for Buildings,Honeywell Forge for Buildings,https://www.honeywell.com/us/en/honeywell-forge,active,2026-08-30,United States,Global,unknown,public company,hardware software and services,Honeywell,L8 Property operations,L10 ESG/L9 Portfolio,connected building performance remote operations sustainability and asset-health platform,enterprise,A,High,A,,,,,Honeywell Forge combines software hardware and services with open architecture for building efficiency sustainability resilience safety security and connected assets,official product description; company-reported scale,"32,000+ customers, 324,000+ sites and connected-asset counts are company-reported and include non-real-estate sites",https://www.honeywell.com/us/en/honeywell-forge|https://buildings.honeywell.com/us/en/solutions/buildings|https://buildings.honeywell.com/us/en/solutions/automation-solutions/sustainability/connected-solutions,2026-08-30,enterprise_platform_additions.csv,1,false,
org-houm-8d7c85c,Houm,Houm,https://houm.com/co/quienes-somos,active,2026-08-30,Chile,Chile Mexico and Colombia,2018,private startup,transaction and property-management fees,Y Combinator W2021,L6 Marketing/sales,L7 Occupancy/L8 Property operations,all-in-one residential marketplace and management,scaleup,A,High,A,,,,,"Digital workflow for renting, buying, selling and managing homes across three Latin American markets; company reports 20,000+ owners",company-reported scale and product description,"Owner and property metrics are company claims; country-specific tenancy, collections and service quality must be rechecked.",https://houm.com/co/quienes-somos|https://www.ycombinator.com/companies/houm,2026-08-30,coverage_gap_additions.csv,1,false,
org-housecanary-8bb8018,HouseCanary,HouseCanary,https://www.housecanary.com/,active,2026-08-30,United States,United States,2013,Company,SaaS/API,Independent,Land,Finance,Valuation analytics,Scaleup,A,Medium,A,,,,,AVM forecasts and portfolio analytics for property finance,Product description,Comparable sales and regulatory coverage not local,https://www.housecanary.com/,2026-08-30,proptech_startups_agent.csv,1,false,
org-jll-799c538,JLL,JLL,https://www.jll.com/,active,,United States,Global,,services brokerage facilities technology venture,,,F/S/H/O/E,,,,A,Data-workflow-distribution-venture benchmark for JCX,A,2025 revenue $26.1bn; PropTech investments fair value $340.1m,AI-forward proprietary data and workflow platforms,JLL Spark CVC plus internal product platform,Falcon; Azara; LeasingOS; Prism; Asset Beacon; Building Engines; Corrigo,"~600,000 JLL GPT prompts weekly; 900+ custom assistants; tens of thousands of users (2025)",company-reported,Adoption is not independently audited ROI,https://www.jll.com/|https://www.sec.gov/Archives/edgar/data/1037976/000103797626000037/jll-20251231.htm|https://spark.jllt.com/|https://s202.q4cdn.com/536608393/files/doc_financials/2025/ar/JLL_Annual-Report_2026_FINAL.pdf,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-jll-spark-b674956,JLL Spark,JLL Spark,https://spark.jllt.com/,active,,United States,Global,,corporate venture capital,,,F/S/O/E,,,,B,Strategic capital plus go-to-market model,A,$450m+ invested in 55+ early-stage built-world startups,Invests in scalable technology distributed through JLL,Dedicated CVC founded 2017,Global Ventures Funds; portfolio startups,$450m+ and 55+ startups,company-reported,Count is not proof of deployment or returns,https://spark.jllt.com/,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-johnson-controls-openblue-d609fb9,Johnson Controls OpenBlue,Johnson Controls OpenBlue,https://openblue.johnsoncontrols.com/,active,2026-08-30,Ireland,Global,unknown,public company,hardware software and services,Johnson Controls,L8 Property operations,L10 ESG/L9 Portfolio,AI-native BMS-agnostic building performance energy comfort and cybersecurity platform,enterprise,A,High,A,,,,,OpenBlue unifies building data and AI agents for autonomous performance energy comfort equipment workplace cybersecurity and interoperability,official product description; company/customer-reported outcome,"Energy reduction, onboarding and maintenance outcomes are company/customer claims; separate platform from JCI hardware/services",https://openblue.johnsoncontrols.com/|https://openblue.johnsoncontrols.com/openblue-intelligence|https://www.johnsoncontrols.com/media-center/news/press-releases/2026/08/04/johnson-controls-unveils-ai-powered-openblue-platform-expansions,2026-08-30,enterprise_platform_additions.csv,1,false,
org-juniper-square-860ebe0,Juniper Square,Juniper Square,https://www.junipersquare.com/,active,2026-08-30,United States,Global,unknown,private company,enterprise SaaS and fund-administration services,Independent,L3 Capital/finance,L9 Portfolio/L7 Occupancy,private-markets real-estate fund operating system,enterprise,A,High,A,,,,,Fundraising investor operations accounting treasury reporting data rooms payments and AI oversight in one GP/LP operating system,official product description; company-reported scale,"2,300+ GPs, $1T investor equity, valuation and customer scale are company-reported",https://www.junipersquare.com/|https://www.junipersquare.com/company/press,2026-08-30,enterprise_platform_additions.csv,1,false,
org-kajima-c9b2937,Kajima,Kajima,https://www.kajima.co.jp/english/,active,,Japan,Japan global,,construction developer,,,C/O,,,,A,Hard-tech automation reference for labour-shortage markets,A,Major Japanese contractor,"Automated heavy machinery, standardised expert movements and remote management",Internal R&D and production deployment,A⁴CSEL automated construction system,Operational at dam sites; productivity outcome not disclosed,observed,No quantified ROI in cited report,https://www.kajima.co.jp/english/|https://www.kajima.co.jp/english/sustainability/report/2025/pdf/ir_e_all.pdf,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-ke-holdings-beike-860ac7b,KE Holdings / Beike,KE Holdings / Beike,https://investors.ke.com/,active-public,2026-08-30,China,Mainland China,,public company and housing-services platform,brokerage commissions platform services renovation and emerging services,,L6 Marketing/sales,L3 Capital/finance; L7 Occupancy; L8 Property operations; L12 Data/trust,integrated online and offline housing transactions brokerage home renovation and housing services,public scale,A,China's largest structured housing-platform comparator closes a material geographic and operating-model gap,A,,,,,"The 2025 annual report records RMB 94.6 billion of revenue across existing-home, new-home, home-renovation and emerging services.",official filing and company-reported scale,"Revenue and platform metrics are company-reported; do not infer technology-caused performance, and distinguish the listed holding company from Beike and Lianjia brands.",https://investors.ke.com/|https://investors.ke.com/zh-hans/annual-reports|https://investors.ke.com/static-files/1fa581d1-e84c-4840-b898-0bfcd593000d,2026-08-30,final_residual_additions.csv,1,false,
